Order_ID,Order_Date,Product,Category,Region,Customer_Segment,Quantity,Unit_Price,Discount,Sales,Cost,Profit,order date,Month
ORD10104,2025-02-04,Headphones,Accessories,East,Corporate,6,2500.0,0.05,14250.0,10987.52,3262.48,2025-02-04,2025-02
ORD10285,2025-02-04,Mouse,Accessories,West,Small Business,10,800.0,0.0,8000.0,5027.12,2972.88,2025-02-04,2025-02
ORD10095,2025-02-04,Headphones,Accessories,South,Consumer,1,2500.0,0.0,2500.0,1749.66,750.34,2025-02-04,2025-02
ORD10237,2025-02-10,Headphones,Accessories,North,Consumer,6,2500.0,0.1,13500.0,9057.61,4442.39,2025-02-10,2025-02
ORD10193,2025-02-10,Printer,Office,West,Consumer,3,12000.0,0.05,34200.0,22098.06,12101.94,2025-02-10,2025-02
ORD10016,2025-02-10,Keyboard,Accessories,North,Corporate,8,1500.0,0.0,12000.0,8426.47,3573.53,2025-02-10,2025-02
ORD10085,2025-02-10,Printer,Office,North,Consumer,10,12000.0,0.1,108000.0,71300.17,36699.83,2025-02-10,2025-02
ORD10162,2025-02-10,Printer,Office,North,Consumer,1,12000.0,0.1,10800.0,7789.27,3010.73,2025-02-10,2025-02
ORD10544,2025-02-13,Desk,Furniture,West,Consumer,3,11000.0,0.0,33000.0,23745.56,9254.44,2025-02-13,2025-02
ORD10586,2025-02-14,Mouse,Accessories,South,Consumer,10,800.0,0.0,8000.0,5225.53,2774.47,2025-02-14,2025-02
ORD10410,2025-02-14,Keyboard,Accessories,East,Corporate,1,1500.0,0.05,1425.0,946.37,478.63,2025-02-14,2025-02
ORD10030,2025-02-16,Monitor,Electronics,East,Consumer,2,14000.0,0.1,25200.0,16470.79,8729.21,2025-02-16,2025-02
ORD10357,2025-02-17,Desk,Furniture,West,Corporate,4,11000.0,0.05,41800.0,28887.01,12912.99,2025-02-17,2025-02
ORD10149,2025-02-18,Monitor,Electronics,East,Small Business,3,14000.0,0.1,37800.0,24757.78,13042.22,2025-02-18,2025-02
ORD10216,2025-02-18,Laptop,Electronics,North,Consumer,2,55000.0,0.1,99000.0,71039.51,27960.49,2025-02-18,2025-02
ORD10541,2025-02-18,Mouse,Accessories,West,Small Business,1,800.0,0.05,760.0,541.72,218.28,2025-02-18,2025-02
ORD10545,2025-02-22,Office Chair,Furniture,West,Consumer,3,8500.0,0.0,25500.0,16347.92,9152.08,2025-02-22,2025-02
ORD10439,2025-02-22,Monitor,Electronics,West,Small Business,5,14000.0,0.0,70000.0,46005.42,23994.58,2025-02-22,2025-02
ORD10456,2025-02-22,Desk,Furniture,North,Consumer,7,11000.0,0.0,77000.0,48801.95,28198.05,2025-02-22,2025-02
ORD10543,2025-02-23,Printer,Office,East,Corporate,5,12000.0,0.0,60000.0,43664.42,16335.58,2025-02-23,2025-02
ORD10572,2025-02-24,Desk,Furniture,South,Consumer,7,11000.0,0.0,77000.0,61507.44,15492.56,2025-02-24,2025-02
ORD10378,2025-02-26,Smartphone,Electronics,West,Corporate,8,28000.0,0.0,224000.0,157365.46,66634.54,2025-02-26,2025-02
ORD10462,2025-02-28,Laptop,Electronics,South,Consumer,1,55000.0,0.05,52250.0,35002.76,17247.24,2025-02-28,2025-02
ORD10588,2025-02-28,Keyboard,Accessories,East,Corporate,2,1500.0,0.05,2850.0,2010.67,839.33,2025-02-28,2025-02
ORD10290,2025-02-28,Laptop,Electronics,East,Corporate,8,55000.0,0.0,440000.0,325765.58,114234.42,2025-02-28,2025-02
ORD10092,2025-03-03,Laptop,Electronics,South,Consumer,6,55000.0,0.0,330000.0,257099.7,72900.3,2025-03-03,2025-03
ORD10238,2025-03-04,Office Chair,Furniture,North,Consumer,7,8500.0,0.05,56525.0,44551.55,11973.45,2025-03-04,2025-03
ORD10069,2025-03-04,Headphones,Accessories,South,Small Business,10,2500.0,0.0,25000.0,19900.4,5099.6,2025-03-04,2025-03
ORD10330,2025-03-05,Office Chair,Furniture,South,Small Business,7,8500.0,0.1,53550.0,35487.71,18062.29,2025-03-05,2025-03
ORD10388,2025-03-06,Desk,Furniture,East,Small Business,5,11000.0,0.05,52250.0,33072.72,19177.28,2025-03-06,2025-03
ORD10107,2025-03-06,Tablet,Electronics,East,Small Business,2,22000.0,0.1,39600.0,30745.66,8854.34,2025-03-06,2025-03
ORD10533,2025-03-06,Keyboard,Accessories,West,Small Business,5,1500.0,0.0,7500.0,5969.37,1530.63,2025-03-06,2025-03
ORD10026,2025-03-07,Laptop,Electronics,West,Small Business,5,55000.0,0.0,275000.0,175754.44,99245.56,2025-03-07,2025-03
ORD10415,2025-03-07,Monitor,Electronics,East,Consumer,8,14000.0,0.1,100800.0,75450.11,25349.89,2025-03-07,2025-03
ORD10086,2025-03-09,Printer,Office,West,Consumer,2,12000.0,0.1,21600.0,15706.78,5893.22,2025-03-09,2025-03
ORD10295,2025-03-09,Laptop,Electronics,West,Corporate,9,55000.0,0.1,445500.0,287623.33,157876.67,2025-03-09,2025-03
ORD10296,2025-03-10,Laptop,Electronics,North,Corporate,1,55000.0,0.05,52250.0,35929.9,16320.1,2025-03-10,2025-03
ORD10229,2025-03-14,Desk,Furniture,East,Small Business,6,11000.0,0.05,62700.0,44635.46,18064.54,2025-03-14,2025-03
ORD10070,2025-03-14,Office Chair,Furniture,North,Corporate,10,8500.0,0.15,72250.0,54200.18,18049.82,2025-03-14,2025-03
ORD10448,2025-03-15,Laptop,Electronics,South,Corporate,7,55000.0,0.05,365750.0,280128.53,85621.47,2025-03-15,2025-03
ORD10241,2025-03-16,Tablet,Electronics,East,Corporate,7,22000.0,0.05,146300.0,104208.83,42091.17,2025-03-16,2025-03
ORD10270,2025-03-16,Keyboard,Accessories,South,Consumer,3,1500.0,0.05,4275.0,3304.04,970.96,2025-03-16,2025-03
ORD10406,2025-03-16,Headphones,Accessories,North,Corporate,8,2500.0,0.0,20000.0,12989.81,7010.19,2025-03-16,2025-03
ORD10020,2025-03-16,Smartphone,Electronics,South,Corporate,9,28000.0,0.05,239400.0,159769.36,79630.64,2025-03-16,2025-03
ORD10468,2025-03-16,Smartphone,Electronics,South,Small Business,7,28000.0,0.1,176400.0,126569.51,49830.49,2025-03-16,2025-03
ORD10128,2025-03-17,Keyboard,Accessories,North,Consumer,5,1500.0,0.0,7500.0,5876.17,1623.83,2025-03-17,2025-03
ORD10289,2025-03-18,Laptop,Electronics,South,Consumer,2,55000.0,0.1,99000.0,80783.41,18216.59,2025-03-18,2025-03
ORD10595,2025-03-20,Monitor,Electronics,West,Corporate,4,14000.0,0.0,56000.0,35609.35,20390.65,2025-03-20,2025-03
ORD10209,2025-03-22,Desk,Furniture,South,Consumer,4,11000.0,0.05,41800.0,30391.19,11408.81,2025-03-22,2025-03
ORD10354,2025-03-23,unknown,Furniture,East,Small Business,10,8500.0,0.0,85000.0,65162.21,19837.79,2025-03-23,2025-03
ORD10411,2025-03-24,Mouse,Accessories,North,Small Business,10,800.0,0.0,8000.0,5917.16,2082.84,2025-03-24,2025-03
ORD10063,2025-03-24,Smartphone,Electronics,North,Consumer,3,28000.0,0.1,75600.0,47921.69,27678.31,2025-03-24,2025-03
ORD10484,2025-03-24,Office Chair,Furniture,West,Corporate,1,8500.0,0.15,7225.0,4855.43,2369.57,2025-03-24,2025-03
ORD10202,2025-03-25,Laptop,Electronics,West,Consumer,7,55000.0,0.05,365750.0,227571.94,138178.06,2025-03-25,2025-03
ORD10189,2025-03-25,Mouse,Accessories,South,Corporate,7,800.0,0.05,5320.0,3624.25,1695.75,2025-03-25,2025-03
ORD10134,2025-03-28,Mouse,Accessories,South,Consumer,9,800.0,0.0,7200.0,4902.74,2297.26,2025-03-28,2025-03
ORD10286,2025-03-28,Printer,Office,North,Consumer,5,12000.0,0.0,60000.0,48821.87,11178.13,2025-03-28,2025-03
ORD10476,2025-03-29,Printer,Office,East,Consumer,8,12000.0,0.0,96000.0,76796.8,19203.2,2025-03-29,2025-03
ORD10081,2025-03-30,Headphones,Accessories,North,Corporate,2,2500.0,0.1,4500.0,3296.07,1203.93,2025-03-30,2025-03
ORD10331,2025-04-01,Mouse,Accessories,South,Small Business,8,800.0,0.1,5760.0,4153.94,1606.06,2025-04-01,2025-04
ORD10144,2025-04-03,Headphones,Accessories,North,Corporate,3,2500.0,0.05,7125.0,5645.87,1479.13,2025-04-03,2025-04
ORD10472,2025-04-06,Monitor,Electronics,South,Consumer,1,14000.0,0.0,14000.0,9069.89,4930.11,2025-04-06,2025-04
ORD10322,2025-04-09,Headphones,Accessories,North,Corporate,10,2500.0,0.05,23750.0,17313.88,6436.12,2025-04-09,2025-04
ORD10521,2025-04-10,Monitor,Electronics,West,Consumer,9,14000.0,0.0,126000.0,98441.37,27558.63,2025-04-10,2025-04
ORD10515,2025-04-10,Tablet,Electronics,East,Small Business,7,22000.0,0.05,146300.0,104232.77,42067.23,2025-04-10,2025-04
ORD10502,2025-04-11,Laptop,Electronics,South,Corporate,3,55000.0,0.0,165000.0,106087.37,58912.63,2025-04-11,2025-04
ORD10495,2025-04-11,Keyboard,Accessories,East,Corporate,6,1500.0,0.0,9000.0,5785.37,3214.63,2025-04-11,2025-04
ORD10547,2025-04-12,Desk,Furniture,North,Small Business,2,11000.0,0.0,22000.0,17257.25,4742.75,2025-04-12,2025-04
ORD10347,2025-04-12,Tablet,Electronics,West,Consumer,3,22000.0,0.0,66000.0,50509.29,15490.71,2025-04-12,2025-04
ORD10177,2025-04-13,Laptop,Electronics,West,Consumer,4,55000.0,0.0,220000.0,179681.87,40318.13,2025-04-13,2025-04
ORD10323,2025-04-14,Smartphone,Electronics,South,Small Business,4,28000.0,0.0,112000.0,91496.6,20503.4,2025-04-14,2025-04
ORD10399,2025-04-14,Office Chair,Furniture,West,Small Business,2,8500.0,0.0,17000.0,10739.07,6260.93,2025-04-14,2025-04
ORD10600,2025-04-14,Laptop,Electronics,East,Small Business,5,55000.0,0.0,275000.0,200243.66,74756.34,2025-04-14,2025-04
ORD10564,2025-04-14,Mouse,Accessories,South,Corporate,3,800.0,0.0,2400.0,1640.05,759.95,2025-04-14,2025-04
ORD10194,2025-04-15,Laptop,Electronics,East,Small Business,3,55000.0,0.0,165000.0,131557.94,33442.06,2025-04-15,2025-04
ORD10225,2025-04-17,Headphones,Accessories,North,Corporate,4,2500.0,0.1,9000.0,6907.24,2092.76,2025-04-17,2025-04
ORD10293,2025-04-19,Monitor,Electronics,West,Corporate,1,14000.0,0.05,13300.0,10405.31,2894.69,2025-04-19,2025-04
ORD10305,2025-04-19,Tablet,Electronics,South,Corporate,5,22000.0,0.0,110000.0,70873.03,39126.97,2025-04-19,2025-04
ORD10172,2025-04-19,Laptop,Electronics,East,Corporate,4,55000.0,0.05,209000.0,148799.66,60200.34,2025-04-19,2025-04
ORD10551,2025-04-21,Mouse,Accessories,East,Corporate,4,800.0,0.0,3200.0,2114.41,1085.59,2025-04-21,2025-04
ORD10317,2025-04-21,Tablet,Electronics,East,Corporate,3,22000.0,0.0,66000.0,52034.38,13965.62,2025-04-21,2025-04
ORD10426,2025-04-21,Desk,Furniture,West,Consumer,9,11000.0,0.1,89100.0,61697.04,27402.96,2025-04-21,2025-04
ORD10384,2025-04-23,Desk,Furniture,West,Consumer,3,11000.0,0.0,33000.0,21073.74,11926.26,2025-04-23,2025-04
ORD10190,2025-04-23,Headphones,Accessories,West,Corporate,2,2500.0,0.05,4750.0,3537.7,1212.3,2025-04-23,2025-04
ORD10368,2025-04-24,Keyboard,Accessories,South,Consumer,2,1500.0,0.1,2700.0,1754.4,945.6,2025-04-24,2025-04
ORD10049,2025-04-25,Headphones,Accessories,South,Small Business,6,2500.0,0.1,13500.0,10239.58,3260.42,2025-04-25,2025-04
ORD10360,2025-04-26,Laptop,Electronics,East,Small Business,6,55000.0,0.1,297000.0,184450.64,112549.36,2025-04-26,2025-04
ORD10332,2025-04-27,Headphones,Accessories,West,Corporate,3,2500.0,0.0,7500.0,5911.05,1588.95,2025-04-27,2025-04
ORD10242,2025-04-28,Tablet,Electronics,West,Consumer,9,22000.0,0.1,178200.0,133193.86,45006.14,2025-04-28,2025-04
ORD10199,2025-04-28,Smartphone,Electronics,South,Small Business,7,28000.0,0.1,176400.0,138563.54,37836.46,2025-04-28,2025-04
ORD10542,2025-04-28,Headphones,Accessories,North,Corporate,7,2500.0,0.0,17500.0,14032.27,3467.73,2025-04-28,2025-04
ORD10561,2025-04-29,Monitor,Electronics,South,Corporate,9,14000.0,0.0,126000.0,82100.46,43899.54,2025-04-29,2025-04
ORD10074,2025-04-30,Keyboard,Accessories,North,Small Business,9,1500.0,0.1,12150.0,9159.85,2990.15,2025-04-30,2025-04
ORD10281,2025-05-02,Mouse,Accessories,East,Small Business,1,800.0,0.0,800.0,594.4,205.6,2025-05-02,2025-05
ORD10412,2025-05-03,Office Chair,Furniture,North,Consumer,9,8500.0,0.05,72675.0,55751.36,16923.64,2025-05-03,2025-05
ORD10596,2025-05-04,Office Chair,Furniture,East,Small Business,9,8500.0,0.05,72675.0,55690.8,16984.2,2025-05-04,2025-05
ORD10284,2025-05-04,Tablet,Electronics,East,Small Business,8,22000.0,0.05,167200.0,121397.3,45802.7,2025-05-04,2025-05
ORD10033,2025-05-04,Keyboard,Accessories,West,Corporate,9,1500.0,0.0,13500.0,8955.2,4544.8,2025-05-04,2025-05
ORD10282,2025-05-05,Mouse,Accessories,West,Consumer,6,800.0,0.1,4320.0,3347.68,972.32,2025-05-05,2025-05
ORD10277,2025-05-05,Laptop,Electronics,East,Consumer,6,55000.0,0.05,313500.0,233536.41,79963.59,2025-05-05,2025-05
ORD10257,2025-05-06,Office Chair,Furniture,South,Consumer,8,8500.0,0.05,64600.0,40972.64,23627.36,2025-05-06,2025-05
ORD10373,2025-05-06,Monitor,Electronics,North,Small Business,6,14000.0,0.05,79800.0,56635.83,23164.17,2025-05-06,2025-05
ORD10088,2025-05-07,Laptop,Electronics,North,Small Business,6,55000.0,0.1,297000.0,210892.03,86107.97,2025-05-07,2025-05
ORD10396,2025-05-07,Laptop,Electronics,East,Corporate,10,55000.0,0.05,522500.0,410167.66,112332.34,2025-05-07,2025-05
ORD10166,2025-05-07,Laptop,Electronics,East,Small Business,9,55000.0,0.1,445500.0,295459.0,150041.0,2025-05-07,2025-05
ORD10217,2025-05-07,Printer,Office,West,Corporate,8,12000.0,0.1,86400.0,55464.24,30935.76,2025-05-07,2025-05
ORD10394,2025-05-08,Desk,Furniture,East,Small Business,8,11000.0,0.05,83600.0,65291.42,18308.58,2025-05-08,2025-05
ORD10008,2025-05-11,Headphones,Accessories,West,Corporate,8,2500.0,0.05,19000.0,14185.98,4814.02,2025-05-11,2025-05
ORD10123,2025-05-12,Tablet,Electronics,West,Corporate,1,22000.0,0.0,22000.0,18005.5,3994.5,2025-05-12,2025-05
ORD10568,2025-05-14,Tablet,Electronics,South,Small Business,8,22000.0,0.1,158400.0,129365.96,29034.04,2025-05-14,2025-05
ORD10152,2025-05-16,Headphones,Accessories,East,Corporate,2,2500.0,0.05,4750.0,3084.06,1665.94,2025-05-16,2025-05
ORD10480,2025-05-17,Office Chair,Furniture,East,Consumer,7,8500.0,0.05,56525.0,41378.2,15146.8,2025-05-17,2025-05
ORD10549,2025-05-18,Keyboard,Accessories,East,Corporate,1,1500.0,0.0,1500.0,1162.68,337.32,2025-05-18,2025-05
ORD10318,2025-05-19,Printer,Office,East,Small Business,5,12000.0,0.05,57000.0,43644.79,13355.21,2025-05-19,2025-05
ORD10311,2025-05-19,Tablet,Electronics,East,Corporate,1,22000.0,0.0,22000.0,17430.03,4569.97,2025-05-19,2025-05
ORD10334,2025-05-20,Headphones,Accessories,South,Corporate,1,2500.0,0.0,2500.0,1821.12,678.88,2025-05-20,2025-05
ORD10483,2025-05-21,Keyboard,Accessories,West,Corporate,3,1500.0,0.15,3825.0,2691.88,1133.12,2025-05-21,2025-05
ORD10392,2025-05-21,Keyboard,Accessories,North,Corporate,6,1500.0,0.15,7650.0,5666.34,1983.66,2025-05-21,2025-05
ORD10055,2025-05-22,Printer,Office,South,Small Business,1,12000.0,0.1,10800.0,7288.19,3511.81,2025-05-22,2025-05
ORD10146,2025-05-22,Laptop,Electronics,East,Small Business,2,55000.0,0.0,110000.0,78915.36,31084.64,2025-05-22,2025-05
ORD10038,2025-05-23,Headphones,Accessories,South,Small Business,5,2500.0,0.05,11875.0,8660.91,3214.09,2025-05-23,2025-05
ORD10362,2025-05-27,Desk,Furniture,West,Consumer,1,11000.0,0.05,10450.0,6552.8,3897.2,2025-05-27,2025-05
ORD10344,2025-05-27,Monitor,Electronics,South,Consumer,8,14000.0,0.05,106400.0,75789.94,30610.06,2025-05-27,2025-05
ORD10250,2025-05-28,Laptop,Electronics,South,Consumer,6,55000.0,0.05,313500.0,240607.1,72892.9,2025-05-28,2025-05
ORD10529,2025-05-29,Desk,Furniture,West,Small Business,8,11000.0,0.05,83600.0,64484.89,19115.11,2025-05-29,2025-05
ORD10181,2025-06-02,Headphones,Accessories,East,Corporate,7,2500.0,0.1,15750.0,10720.32,5029.68,2025-06-02,2025-06
ORD10471,2025-06-03,Headphones,Accessories,South,Corporate,9,2500.0,0.0,22500.0,18028.97,4471.03,2025-06-03,2025-06
ORD10062,2025-06-03,Mouse,Accessories,South,Corporate,6,800.0,0.05,4560.0,3150.96,1409.04,2025-06-03,2025-06
ORD10271,2025-06-04,Monitor,Electronics,East,Small Business,4,14000.0,0.0,56000.0,37688.52,18311.48,2025-06-04,2025-06
ORD10235,2025-06-05,Keyboard,Accessories,North,Corporate,5,1500.0,0.1,6750.0,5113.98,1636.02,2025-06-05,2025-06
ORD10562,2025-06-05,Mouse,Accessories,North,Small Business,2,800.0,0.0,1600.0,1214.69,385.31,2025-06-05,2025-06
ORD10029,2025-06-05,Headphones,Accessories,South,Corporate,6,2500.0,0.05,14250.0,10506.83,3743.17,2025-06-05,2025-06
ORD10011,2025-06-05,Monitor,Electronics,East,Consumer,5,14000.0,0.0,70000.0,54868.64,15131.36,2025-06-05,2025-06
ORD10591,2025-06-06,Keyboard,Accessories,West,Small Business,6,1500.0,0.05,8550.0,6258.18,2291.82,2025-06-06,2025-06
ORD10479,2025-06-06,Keyboard,Accessories,East,Consumer,1,1500.0,0.0,1500.0,1219.02,280.98,2025-06-06,2025-06
ORD10581,2025-06-09,Office Chair,Furniture,North,Consumer,7,8500.0,0.0,59500.0,48398.81,11101.19,2025-06-09,2025-06
ORD10452,2025-06-09,Tablet,Electronics,South,Consumer,3,22000.0,0.05,62700.0,40571.34,22128.66,2025-06-09,2025-06
ORD10417,2025-06-11,Desk,Furniture,East,Corporate,6,11000.0,0.0,66000.0,49317.54,16682.46,2025-06-11,2025-06
ORD10523,2025-06-11,Monitor,Electronics,North,Corporate,3,14000.0,0.15,35700.0,22504.97,13195.03,2025-06-11,2025-06
ORD10131,2025-06-11,Monitor,Electronics,East,Small Business,5,14000.0,0.0,70000.0,55552.79,14447.21,2025-06-11,2025-06
ORD10380,2025-06-12,Tablet,Electronics,South,Corporate,5,22000.0,0.0,110000.0,68270.8,41729.2,2025-06-12,2025-06
ORD10356,2025-06-12,Mouse,Accessories,North,Consumer,1,800.0,0.0,800.0,526.08,273.92,2025-06-12,2025-06
ORD10329,2025-06-13,Laptop,Electronics,West,Consumer,8,55000.0,0.05,418000.0,327526.85,90473.15,2025-06-13,2025-06
ORD10297,2025-06-14,Keyboard,Accessories,East,Consumer,9,1500.0,0.15,11475.0,9244.45,2230.55,2025-06-14,2025-06
ORD10325,2025-06-14,Smartphone,Electronics,West,Consumer,10,28000.0,0.0,280000.0,176017.73,103982.27,2025-06-14,2025-06
ORD10519,2025-06-15,Tablet,Electronics,East,Corporate,8,22000.0,0.0,176000.0,111312.01,64687.99,2025-06-15,2025-06
ORD10168,2025-06-17,Monitor,Electronics,South,Corporate,6,14000.0,0.0,84000.0,63003.38,20996.62,2025-06-17,2025-06
ORD10283,2025-06-19,Mouse,Accessories,North,Corporate,2,800.0,0.0,1600.0,1198.05,401.95,2025-06-19,2025-06
ORD10556,2025-06-20,Monitor,Electronics,South,Consumer,7,14000.0,0.05,93100.0,69537.92,23562.08,2025-06-20,2025-06
ORD10236,2025-06-21,Keyboard,Accessories,South,Small Business,6,1500.0,0.0,9000.0,6367.69,2632.31,2025-06-21,2025-06
ORD10067,2025-06-22,Monitor,Electronics,West,Consumer,5,14000.0,0.0,70000.0,46671.97,23328.03,2025-06-22,2025-06
ORD10522,2025-06-22,Keyboard,Accessories,West,Corporate,5,1500.0,0.05,7125.0,5071.92,2053.08,2025-06-22,2025-06
ORD10182,2025-06-23,Keyboard,Accessories,East,Small Business,8,1500.0,0.1,10800.0,6914.26,3885.74,2025-06-23,2025-06
ORD10115,2025-06-23,Laptop,Electronics,North,Consumer,7,55000.0,0.1,346500.0,253208.5,93291.5,2025-06-23,2025-06
ORD10566,2025-06-24,Desk,Furniture,East,Corporate,10,11000.0,0.05,104500.0,83728.39,20771.61,2025-06-24,2025-06
ORD10491,2025-06-24,Laptop,Electronics,North,Consumer,2,55000.0,0.05,104500.0,74486.19,30013.81,2025-06-24,2025-06
ORD10022,2025-06-25,Laptop,Electronics,South,Consumer,6,55000.0,0.0,330000.0,222737.2,107262.8,2025-06-25,2025-06
ORD10485,2025-06-26,Printer,Office,East,Consumer,8,12000.0,0.0,96000.0,73551.76,22448.24,2025-06-26,2025-06
ORD10454,2025-06-27,Laptop,Electronics,South,Corporate,8,55000.0,0.1,396000.0,297550.85,98449.15,2025-06-27,2025-06
ORD10122,2025-06-28,Desk,Furniture,North,Consumer,8,11000.0,0.0,88000.0,63306.56,24693.44,2025-06-28,2025-06
ORD10553,2025-07-01,Printer,Office,South,Corporate,2,12000.0,0.05,22800.0,15445.35,7354.65,2025-07-01,2025-07
ORD10444,2025-07-02,Monitor,Electronics,North,Corporate,9,14000.0,0.0,126000.0,80151.16,45848.84,2025-07-02,2025-07
ORD10161,2025-07-02,Mouse,Accessories,East,Corporate,2,800.0,0.1,1440.0,982.6,457.4,2025-07-02,2025-07
ORD10340,2025-07-03,Desk,Furniture,East,Consumer,7,11000.0,0.05,73150.0,58129.71,15020.29,2025-07-03,2025-07
ORD10425,2025-07-03,Desk,Furniture,South,Corporate,7,11000.0,0.05,73150.0,48051.89,25098.11,2025-07-03,2025-07
ORD10559,2025-07-07,Office Chair,Furniture,West,Corporate,5,8500.0,0.05,40375.0,32421.85,7953.15,2025-07-07,2025-07
ORD10231,2025-07-07,Monitor,Electronics,West,Small Business,9,14000.0,0.05,119700.0,95570.51,24129.49,2025-07-07,2025-07
ORD10408,2025-07-07,Desk,Furniture,South,Corporate,8,11000.0,0.0,88000.0,62198.74,25801.26,2025-07-07,2025-07
ORD10393,2025-07-07,Laptop,Electronics,South,Consumer,6,55000.0,0.15,280500.0,211859.85,68640.15,2025-07-07,2025-07
ORD10420,2025-07-07,Headphones,Accessories,West,Consumer,5,2500.0,0.0,12500.0,8774.76,3725.24,2025-07-07,2025-07
ORD10013,2025-07-09,Printer,Office,South,Corporate,10,12000.0,0.0,120000.0,79873.91,40126.09,2025-07-09,2025-07
